pa_id,pred_improved_traffic,lng,lat
194.0,54040.83669271559,100.53527699999998,13.8851812
196.0,125983.89478340717,100.53552675000002,13.8914354375
197.0,617342.1737324509,100.5247874666667,13.893562466666669
200.0,2351.1491444047515,100.50000183333333,13.869174000000001
201.0,7240.97713474603,100.5146115,13.862768333333333
202.0,173301.15955807123,100.53585586666665,13.897191999999999
203.0,315410.4712991392,100.49013377777777,13.769237888888888
204.0,-1450.4268857575246,100.5092326,13.766077200000002
205.0,11569.841268090886,100.52279549999999,13.837526700000002
206.0,-1564.7885516735655,100.54970460000001,13.7862756
210.0,66563.72813370024,100.5246034,13.772534199999999
212.0,10244.648226408488,100.40831185714286,13.93549042857143
213.0,147393.44030471664,100.41599283333333,13.933820833333334
214.0,104463.94967543603,100.5572495,13.9812685
215.0,7309.916555599628,100.42084992187499,13.871178906249998
216.0,25591.383143814033,100.50614657142856,13.857967
217.0,116538.09747694824,100.5151506,13.8570208
218.0,68023.05376300022,100.5067434,13.8538196
219.0,8407.266859751242,100.48268317391299,13.80160297826087
225.0,20366.698978285676,100.32227666666667,13.987165333333332
226.0,8490.738175272283,100.3286335,13.986489124999999
231.0,100766.53469863556,100.3860442,14.038483
235.0,1151.8129960885326,100.5867547142857,13.910247
236.0,23827.613990905884,100.5734476,13.840097600000002
238.0,35835.5312335699,100.416993625,13.827462625
240.0,34068.86892820666,100.56111871428573,13.906778000000001
241.0,63639.465967313314,100.5379414,13.825450999999997
242.0,15026.350711738301,100.5829116,13.842799399999999
243.0,31309.574881996745,100.61107700000001,13.934186500000001
244.0,28200.012667697403,100.56251242857142,13.827033857142856
245.0,23288.844415061776,100.5824772,13.9003038
247.0,81523.97367299626,100.5530318,13.821228
248.0,189203.58834085218,100.43189488888889,13.818608944444446
249.0,1513604.1655199411,100.6080868,14.090928600000002
250.0,39857.63223395706,100.66674257894735,13.82288152631579
251.0,55264.42845410776,100.64182670588234,13.839047705882352
253.0,97287.84424890311,100.64726057142856,13.80870892857143
254.0,516840.61525007815,100.59887814285715,13.798171190476188
255.0,13275.528235424666,100.61224361538461,13.813140384615386
257.0,57964.33592965326,100.66597142857142,13.78412357142857
259.0,1664.0405098375027,100.6855172,13.791030000000001
260.0,29564.325662060866,100.756343,13.769047
261.0,33114.03302169356,100.8014398,13.748809399999999
263.0,2213.068798845482,100.814889,13.7806767
272.0,100162.72072966745,100.60970011111111,13.847640222222223
273.0,405947.8757471287,100.62979825,13.8360785
274.0,18513.798895763983,100.66907661538463,13.845394153846152
276.0,100379.87112109865,100.671264,14.0408366
278.0,665053.5833633938,100.78532950000002,13.725028000000002
279.0,655.3315195664738,100.35324799999998,13.742562000000001
280.0,142455.44206077224,100.37105233333334,13.777163916666671
281.0,28916.305150622222,100.50225630769233,13.711451
282.0,2212.3447334206544,100.47672266666667,13.726563111111112
283.0,1409.1098224002317,100.5198006,13.746595600000001
286.0,5950.602008443983,100.38289849999998,13.64350275
289.0,6977.937630366689,100.4192534,13.668769000000001
290.0,71391.22685753847,100.42863319999998,13.701104239999998
292.0,896197.6844439751,100.43315978571427,13.693318785714286
293.0,-3135.232160853837,100.50412899999999,13.745786714285714
295.0,192031.56377842245,100.4397576,13.731540450000002
296.0,1474557.9939428705,100.44292996000001,13.731318039999998
298.0,10857.165628597499,100.43396683333333,13.726923999999999
299.0,310826.6030440204,100.42093666666665,13.737014833333333
301.0,-778.3623578632905,100.34965908333334,13.783011083333333
304.0,231271.73653414624,100.39173285,13.764329750000002
305.0,35421.24775257384,100.35576811111112,13.765147666666666
306.0,71419.14116488358,100.3867647073171,13.637096853658536
307.0,21857.237440786903,100.42125814285716,13.764174285714287
308.0,146180.85328142278,100.44895479999995,13.76226685714286
309.0,592872.6257653404,100.44330761764708,13.743469764705884
312.0,41866.33033448256,100.40119391666667,13.777971500000001
315.0,23289.49784969129,100.4498839,13.789429899999998
316.0,33770.47743262333,100.40110399999999,13.773094833333332
317.0,283500.08577803156,100.52209755555556,13.716297666666668
318.0,101940.32423438987,100.526515,13.7118368
319.0,226149.61748887878,100.3863986,13.775160399999999
320.0,60788.465653905354,100.54652719999999,13.717757799999998
321.0,3030.727813411311,100.515098,13.703276800000001
322.0,153381.64684682008,100.51352,13.6993292
325.0,69643.03260734637,100.51890829411765,13.616598529411768
326.0,233603.41861156377,100.56522684210526,13.578336052631581
327.0,37497.53420043958,100.56787050000001,13.582141333333333
329.0,4555.768287591127,100.48056262499999,13.581112749999997
331.0,1914.4752509984266,100.85162025,13.561039625
332.0,65755.37235946374,100.84376950000002,13.5333705
334.0,62260.37149184958,100.586231,13.736414181818184
335.0,64396.75098030382,100.59522942857143,13.718502928571429
336.0,59312.68222768864,100.90625372222223,13.660216111111113
337.0,19727.239792091983,100.6390367894737,13.675493999999997
338.0,28294.849974227014,100.6421005,13.639417785714286
342.0,760337.893594979,100.66366414999997,13.58800865
343.0,684.1268752960754,100.65881091304347,13.599842565217392
345.0,28782.185759670007,100.5848474736842,13.570526815789474
346.0,1145518.0146693385,100.619375,13.537465125
347.0,1222.0810609838504,100.63690936842103,13.551254236842107
348.0,151285.08502335876,100.6259305,13.527021500000002
350.0,2042.260727407795,100.63710016666666,13.622488333333331
351.0,258637.4848611211,100.59609028571428,13.553783142857144
352.0,289206.97694909485,100.643998,13.53342366666667
353.0,345104.28474914096,100.6528766,13.5364032
354.0,50124.53193524271,100.66175722222222,13.548726777777778
355.0,12764.649460081422,100.64950900000001,13.546377166666668
356.0,1409326.4695177814,100.56687729411766,13.638338470588236
357.0,138705.23131682564,100.57388928571427,13.678622428571428
358.0,4773.65875928256,100.58288300000001,13.6840185
359.0,180554.82313125496,100.57094544444445,13.68885811111111
360.0,5791.117824737925,100.55822300000003,13.669588800000003
363.0,2891.8726792615125,100.5495178,13.564646999999999
364.0,93352.99904472611,100.58556519999999,13.7235392
365.0,195593.63092496194,100.58186922222222,13.724911333333333
366.0,28629.984081481918,100.5834372,13.724594399999997
367.0,72625.1144899055,100.57445185714285,13.729813428571429
368.0,1510782.9267299357,100.58098220000001,13.734936999999999
369.0,272457.08725165424,100.55049688888887,13.715134777777777
370.0,149997.31050168833,100.6384736,13.7703838
371.0,834961.7568444266,100.83707183333333,14.063072499999999
372.0,9934.805390306421,100.49360524999999,13.722546249999999
373.0,42305.22560790848,100.50358016666667,13.714769333333335
375.0,6498.665438812872,100.41583800000001,13.7595524
376.0,93878.57012293169,100.70466580000001,13.605407600000001
377.0,483777.4358472658,100.76192099999999,13.577760666666668
380.0,772546.1164147886,100.6314388,13.7870036
382.0,59513.621569932686,100.58133988888888,13.988855111111112
383.0,20723.643304273694,100.56281820000001,13.846058200000002
384.0,21916.59318060063,100.57616,13.8380282
386.0,155.45133986991505,100.55829675,13.806340625
387.0,66958.42404274548,100.56096300000002,13.8425252
389.0,56586.565006800316,100.57009500000001,13.802409
393.0,-669.3587436071634,100.511181375,13.743800125000002
394.0,939.3438945973971,100.84121472727274,14.189080272727272
395.0,8500.945650553222,100.49559,13.741936200000001
396.0,824116.7134320532,100.531974,13.763957285714286
397.0,349089.82340414013,100.55349759999999,13.752216999999998
398.0,229314.9138779181,100.48697892857142,13.669113928571425
399.0,17958.568317952282,100.35178757142856,13.720602999999999
400.0,5802.922595738787,100.3644596,13.7024766
401.0,1252.597664696849,100.49283050000001,13.667037499999998
402.0,5604.6778949772715,100.52592766666668,13.7687035
403.0,9653.562231234795,100.51488471428571,13.736705714285714
404.0,229.10068221885246,100.5066534,13.84127
405.0,11367.987696083945,100.5430008,13.854636799999998
406.0,37988.784518782486,100.4907012,13.864247
407.0,22722.34860524946,100.5291488,13.878231599999998
409.0,13208.072891719972,100.5117266,13.8824224
412.0,21551.444883051794,100.51794783333332,13.7026445
413.0,163850.5256556704,100.51874959999999,13.699285399999999
415.0,96051.62735421176,100.5780484,13.849186
417.0,9627.017437255472,100.2974432,14.001912600000002
418.0,12781.4502875393,100.38622,13.904764285714288
419.0,430.97096991239505,100.54741659999999,13.7889918
420.0,541.550136846928,100.409106,13.837087166666665
421.0,4263.361204898941,100.40748433333333,13.879839166666665
422.0,127936.74614550768,100.528222,13.947404749999999
423.0,845086.3068996374,100.52502711111111,13.898017000000001
425.0,144988.61660549097,100.45401175,13.882522
426.0,1119.6461296173197,100.49552222222223,13.869623555555556
427.0,703871.496963901,100.6053534,14.027796
428.0,63897.64812951475,100.73670220000001,14.042534600000002
429.0,390944.55205467646,100.34918413333335,13.657320199999996
430.0,607903.0230941507,100.38607716666665,13.672823916666667
432.0,3395.335479238414,100.34589816666669,13.700197500000002
434.0,465919.46514524275,100.5249566,13.762221199999999
436.0,-39538.04783078941,100.53859516666667,13.752257166666666
437.0,116979.20350878936,100.52462833333334,13.754768166666667
438.0,36627.200487675276,100.5014736,13.739774800000001
439.0,70193.79640846717,100.6458412,13.707705
440.0,46515.548691626,100.76717860000001,13.712437399999999
441.0,113992.3882687605,100.6088906,14.065337399999999
442.0,-168660.320318488,100.5473456,13.793855400000002
443.0,184151.9464792045,100.543746,13.79453
444.0,56403.44261916487,100.58725100000001,13.670738199999999
445.0,602132.2957809699,100.61504977777777,13.676745
447.0,177365.8016857903,100.53694816666666,13.6885105
449.0,1343044.9154997708,100.4498737857143,13.871527142857142
